date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jan%202018%2020:35:54%20GMT	https://playpalsapp.co/?p=78	/home/boss/websites/Israel%20angel/playpalsapp.co/index7896.html	(from https://playpalsapp.co/game-stores/)
22:35:54	2209/2209	---MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:35:54%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fgame-stores%2F&format=xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embed371b	(from https://playpalsapp.co/game-stores/)
22:35:55	92377/92377	---M--	200	added ('OK')	image/jpeg	etag:%225a058af1-168d9%22	https://playpalsapp.co/wp-content/uploads/2017/11/people-playing-game-store-3.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/people-playing-game-store-3.jpg	(from https://playpalsapp.co/game-stores/)
22:35:56	37476/37476	---MCZ	200	added ('OK')	text/css	etag:W/%225a4e7bc8-9264%22	https://playpalsapp.co/wp-content/uploads/elementor/css/post-94.css?ver=1515092936	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/elementor/css/post-94c21a.css	(from https://playpalsapp.co/investors-information/)
22:35:56	82483/82483	---M--	200	added ('OK')	image/jpeg	etag:%225a058a81-14233%22	https://playpalsapp.co/wp-content/uploads/2017/11/people-playing-game-store-1.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/people-playing-game-store-1.jpg	(from https://playpalsapp.co/game-stores/)
22:35:56	155464/155464	---M--	200	added ('OK')	image/jpeg	etag:%225a058a7b-25f48%22	https://playpalsapp.co/wp-content/uploads/2017/11/game-store-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/game-store-2.jpg	(from https://playpalsapp.co/game-stores/)
22:35:57	2176/2176	---MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:35:56%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Finvestors-information%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embed87b9.json	(from https://playpalsapp.co/investors-information/)
22:35:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jan%202018%2020:35:57%20GMT	https://playpalsapp.co/?p=94	/home/boss/websites/Israel%20angel/playpalsapp.co/index65d2.html	(from https://playpalsapp.co/investors-information/)
22:35:57	2259/2259	---MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:35:57%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Finvestors-information%2F&format=xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embed4820	(from https://playpalsapp.co/investors-information/)
22:35:58	60936/60936	---M--	200	added ('OK')	image/png	etag:%225a0f2068-ee08%22	https://playpalsapp.co/wp-content/uploads/2017/11/social-angst-forbes-2.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/social-angst-forbes-2.png	(from https://playpalsapp.co/investors-information/)
22:35:59	135847/135847	---M--	200	added ('OK')	image/jpeg	etag:%225a116b8b-212a7%22	https://playpalsapp.co/wp-content/uploads/2017/11/social-angst-time-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/social-angst-time-800.jpg	(from https://playpalsapp.co/investors-information/)
22:35:59	124318/124318	---M--	200	added ('OK')	image/jpeg	etag:%225a116b88-1e59e%22	https://playpalsapp.co/wp-content/uploads/2017/11/social-angst-guardian-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/social-angst-guardian-800.jpg	(from https://playpalsapp.co/investors-information/)
22:35:59	104006/104006	---M--	200	added ('OK')	image/jpeg	etag:%225a116b8f-19646%22	https://playpalsapp.co/wp-content/uploads/2017/11/social-angst-cnn-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/social-angst-cnn-800.jpg	(from https://playpalsapp.co/investors-information/)
22:35:59	75309/75309	---M--	200	added ('OK')	image/png	etag:%225a058c92-1262d%22	https://playpalsapp.co/wp-content/uploads/2017/11/kickstarter-funding.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/kickstarter-funding.png	(from https://playpalsapp.co/investors-information/)
22:36:00	46233/46233	---M--	200	added ('OK')	image/jpeg	etag:%225a058c91-b499%22	https://playpalsapp.co/wp-content/uploads/2017/11/how-many-players-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/how-many-players-2.jpg	(from https://playpalsapp.co/investors-information/)
22:36:00	185236/185236	---M--	200	added ('OK')	image/jpeg	etag:%225a058c7b-2d394%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-adweek-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-adweek-2.jpg	(from https://playpalsapp.co/investors-information/)
22:36:01	280785/280785	---M--	200	added ('OK')	image/jpeg	etag:%225a058c8c-448d1%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-vice-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-vice-2.jpg	(from https://playpalsapp.co/investors-information/)
22:36:01	144498/144498	---M--	200	added ('OK')	image/jpeg	etag:%225a118dd0-23472%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-quartz-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-quartz-800.jpg	(from https://playpalsapp.co/investors-information/)
22:36:01	165562/165562	---M--	200	added ('OK')	image/jpeg	etag:%225a118dc6-286ba%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-geekwire-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-geekwire-2.jpg	(from https://playpalsapp.co/investors-information/)
22:36:01	158335/158335	---M--	200	added ('OK')	image/jpeg	etag:%225a058c77-26a7f%22	https://playpalsapp.co/wp-content/uploads/2017/11/app-screens-4.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/app-screens-4.jpg	(from https://playpalsapp.co/investors-information/)
22:36:01	87635/87635	---M--	200	added ('OK')	image/jpeg	etag:%225a118dc8-15653%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-hbr-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-hbr-800.jpg	(from https://playpalsapp.co/investors-information/)
22:36:02	25634/25634	---M--	200	added ('OK')	image/png	etag:%225a08bfd7-6422%22	https://playpalsapp.co/wp-content/uploads/2017/11/revenue-freemium-500.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/revenue-freemium-500.png	(from https://playpalsapp.co/investors-information/)
22:36:02	173695/173695	---M--	200	added ('OK')	image/jpeg	etag:%225a118dcd-2a67f%22	https://playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-medical-800.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/board-game-stats-medical-800.jpg	(from https://playpalsapp.co/investors-information/)
22:36:02	11724/11724	---M--	200	added ('OK')	image/png	etag:%225a08bfda-2dcc%22	https://playpalsapp.co/wp-content/uploads/2017/11/revenue-store-500-b.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/revenue-store-500-b.png	(from https://playpalsapp.co/investors-information/)
22:36:02	131464/131464	---M--	200	added ('OK')	image/jpeg	etag:%225a12b3ff-20188%22	https://playpalsapp.co/wp-content/uploads/2017/11/results-vancouver-1b.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/results-vancouver-1b.jpg	(from https://playpalsapp.co/investors-information/)
22:36:03	20601/20601	---M--	200	added ('OK')	image/png	etag:%225a08bfd8-5079%22	https://playpalsapp.co/wp-content/uploads/2017/11/revenue-games-500.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/revenue-games-500.png	(from https://playpalsapp.co/investors-information/)
22:36:03	16643/16643	---M--	200	added ('OK')	image/png	etag:%225a08bfd5-4103%22	https://playpalsapp.co/wp-content/uploads/2017/11/revenue-food-500.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/revenue-food-500.png	(from https://playpalsapp.co/investors-information/)
22:36:03	20064/20064	---M--	200	added ('OK')	image/png	etag:%225a0ed41e-4e60%22	https://playpalsapp.co/wp-content/uploads/2017/11/timeline-2.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/timeline-2.png	(from https://playpalsapp.co/investors-information/)
22:36:04	27475/27475	---M--	200	added ('OK')	image/jpeg	etag:%225a4e7524-6b53%22	https://playpalsapp.co/wp-content/uploads/2018/01/profile-arik.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2018/01/profile-arik.jpg	(from https://playpalsapp.co/investors-information/)
22:36:04	17995/17995	---M--	200	added ('OK')	image/jpeg	etag:%225a4e7522-464b%22	https://playpalsapp.co/wp-content/uploads/2018/01/profile-guy.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2018/01/profile-guy.jpg	(from https://playpalsapp.co/investors-information/)
22:36:04	18461/18461	---M--	200	added ('OK')	image/jpeg	etag:%225a4cc9fb-481d%22	https://playpalsapp.co/wp-content/uploads/2018/01/tal-kol.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2018/01/tal-kol.jpg	(from https://playpalsapp.co/investors-information/)
22:36:05	25515/25515	---M--	200	added ('OK')	image/jpeg	etag:%225a4cca03-63ab%22	https://playpalsapp.co/wp-content/uploads/2018/01/matteo-shapira.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2018/01/matteo-shapira.jpg	(from https://playpalsapp.co/investors-information/)
22:36:05	31890/31890	---M--	200	added ('OK')	image/png	etag:%225a4cca00-7c92%22	https://playpalsapp.co/wp-content/uploads/2018/01/asmodee-canada.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2018/01/asmodee-canada.png	(from https://playpalsapp.co/investors-information/)
22:36:06	842/842	---MCZ	200	added ('OK')	text/css	etag:W/%225a08ca9c-34a%22	https://playpalsapp.co/wp-content/uploads/elementor/css/post-91.css?ver=1510525596	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/elementor/css/post-912666.css	(from https://playpalsapp.co/terms-conditions/)
22:36:06	2167/2167	---MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:36:06%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fterms-conditions%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embedfb77.json	(from https://playpalsapp.co/terms-conditions/)
22:36:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jan%202018%2020:36:06%20GMT	https://playpalsapp.co/?p=91	/home/boss/websites/Israel%20angel/playpalsapp.co/index5cfa.html	(from https://playpalsapp.co/terms-conditions/)
22:36:07	2252/2252	---MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:36:07%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fterms-conditions%2F&format=xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embed8bb2	(from https://playpalsapp.co/terms-conditions/)
22:36:07	5684/5684	---MCZ	200	added ('OK')	text/css	etag:W/%225a0d7ed6-1634%22	https://playpalsapp.co/wp-content/uploads/elementor/css/post-88.css?ver=1510833878	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/elementor/css/post-8809ec.css	(from https://playpalsapp.co/privacy-policy/)
22:36:08	2141/2141	---MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:36:08%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fprivacy-policy%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embeda065.json	(from https://playpalsapp.co/privacy-policy/)
22:36:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jan%202018%2020:36:08%20GMT	https://playpalsapp.co/?p=88	/home/boss/websites/Israel%20angel/playpalsapp.co/index8ed7.html	(from https://playpalsapp.co/privacy-policy/)
22:36:10	2224/2224	---MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:36:08%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fprivacy-policy%2F&format=xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embed95cf	(from https://playpalsapp.co/privacy-policy/)
22:36:10	9543/9543	---MCZ	200	added ('OK')	application/javascript	etag:%22f96923470480307f569f6eccc8f025d2-df%22	http://cosmoapp.io/component---src-pages-terms-policy-js-feebb358604cb0c402b2.js	/home/boss/websites/Israel%20angel/cosmoapp.io/component---src-pages-terms-policy-js-feebb358604cb0c402b2.js	(from http://cosmoapp.io/terms-policy/)
22:36:10	148/148	---M-Z	200	added ('OK')	application/javascript	etag:%22ee8601d8c462571dc007d80dcee2149b-df%22	http://cosmoapp.io/path---terms-policy-a0e39f21c11f6a62c5ab.js	/home/boss/websites/Israel%20angel/cosmoapp.io/path---terms-policy-a0e39f21c11f6a62c5ab.js	(from http://cosmoapp.io/terms-policy/)
22:36:12	94905/94905	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a11687e-172b9%22	https://playpalsapp.co/wp-content/plugins/wonderplugin-lightbox/engine/wonderpluginlightbox.js?ver=6.0	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/plugins/wonderplugin-lightbox/engine/wonderpluginlightboxf049.js	(from https://playpalsapp.co/)
22:36:13	97184/97184	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225742c6ad-17ba0%22	https://playpalsapp.co/wp-includes/js/jquery/jquery.js?ver=1.12.4	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-includes/js/jquery/jqueryb8ff.js	(from https://playpalsapp.co/)
22:36:14	52567/-1	---M--	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:36:13%20GMT	https://playpalsapp.co/wp-json/	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/index.html	(from https://playpalsapp.co/)
22:36:26	10056/10056	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22573eaa90-2748%22	https://playpalsapp.co/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://playpalsapp.co/)
22:36:27	1190/1190	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a0c2719-4a6%22	https://playpalsapp.co/wp-content/plugins/google-analyticator/external-tracking.min.js?ver=6.5.4	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/plugins/google-analyticator/external-tracking.min380f.js	(from https://playpalsapp.co/)
22:36:29	824/824	UR-MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:36:13%20GMT	https://playpalsapp.co/xmlrpc.php?rsd	/home/boss/websites/Israel%20angel/playpalsapp.co/xmlrpc0db0.php	(from https://playpalsapp.co/)
22:36:31	1045/1045	UR-MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://playpalsapp.co/wp-includes/wlwmanifest.xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-includes/wlwmanifest.xml	(from https://playpalsapp.co/)
22:36:44	2079/2079	UR-MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:36:28%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embedb768.json	(from https://playpalsapp.co/)
22:36:45	2164/2164	UR-MCZ	200	added ('OK')	text/xml	date:Tue,%2016%20Jan%202018%2020:36:29%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2F&format=xml	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embedc097	(from https://playpalsapp.co/)
22:36:47	1014/1014	URF---	200	added ('OK%20(cached)')	image/png		https://playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-32x32.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-32x32.png	(from https://playpalsapp.co/)
22:37:01	10102/10102	URF---	200	added ('OK%20(cached)')	image/png		https://playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-192x192.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-192x192.png	(from https://playpalsapp.co/)
22:37:01	44/44	URF---	200	added ('OK%20(cached)')	image/gif		https://www.facebook.com/tr?id=112936375993716&ev=PageView&noscript=1	/home/boss/websites/Israel%20angel/www.facebook.com/tr782b.gif	(from https://playpalsapp.co/)
22:37:02	25464/25464	URF---	200	added ('OK%20(cached)')	image/png		https://playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-180x180.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-180x180.png	(from https://playpalsapp.co/)
22:37:02	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	http://www.google-analytics.com/analytics.js	/home/boss/websites/Israel%20angel/www.google-analytics.com/analytics.js	(from https://playpalsapp.co/)
22:37:03	59359/59359	URF---	200	added ('OK%20(cached)')	image/png		https://playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-270x270.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/cropped-system-icon-big-270x270.png	(from https://playpalsapp.co/)
22:37:04	130875/130875	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a4cc48b-1ff3b%22	https://playpalsapp.co/wp-content/plugins/smart-slider-3/library/media/dist/smartslider-frontend.min.js?1514980491	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/plugins/smart-slider-3/library/media/dist/smartslider-frontend.min34eb.js	(from https://playpalsapp.co/)
22:37:06	83230/83230	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a4cc48b-1451e%22	https://playpalsapp.co/wp-content/plugins/smart-slider-3/nextend/media/dist/nextend-frontend.min.js?1514980491	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/plugins/smart-slider-3/nextend/media/dist/nextend-frontend.min34eb.js	(from https://playpalsapp.co/)
22:37:06	69/69	---MCZ	200	added ('OK')	text/plain	date:Tue,%2016%20Jan%202018%2020:37:05%20GMT	http://playpalsapp.co/robots.txt		(from https://playpalsapp.co/)
22:37:06	20756/20756	URF---	200	added ('OK%20(cached)')	image/png		http://playpalsapp.co/wp-content/uploads/2017/11/logo-with-slogan-2.png	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/logo-with-slogan-2.png	(from https://playpalsapp.co/)
22:37:07	378053/378053	URF---	200	added ('OK%20(cached)')	image/jpeg		http://playpalsapp.co/wp-content/uploads/2017/11/slider-1.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/slider-1.jpg	(from https://playpalsapp.co/)
22:37:07	378128/378128	URF---	200	added ('OK%20(cached)')	image/jpeg		http://playpalsapp.co/wp-content/uploads/2017/11/slider-2.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/slider-2.jpg	(from https://playpalsapp.co/)
22:37:08	351292/351292	URF---	200	added ('OK%20(cached)')	image/jpeg		http://playpalsapp.co/wp-content/uploads/2017/11/slider-3.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/slider-3.jpg	(from https://playpalsapp.co/)
22:37:09	387896/387896	URF---	200	added ('OK%20(cached)')	image/jpeg		http://playpalsapp.co/wp-content/uploads/2017/11/slider-4.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/slider-4.jpg	(from https://playpalsapp.co/)
22:37:09	40039/-1	---M--	200	added ('OK')	text/html	date:Tue,%2016%20Jan%202018%2020:37:08%20GMT	https://playpalsapp.co/how-to-use/	/home/boss/websites/Israel%20angel/playpalsapp.co/how-to-use/index.html	(from https://playpalsapp.co/)
22:37:10	326062/326062	URF---	200	added ('OK%20(cached)')	image/jpeg		http://playpalsapp.co/wp-content/uploads/2017/11/slider-5.jpg	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/uploads/2017/11/slider-5.jpg	(from https://playpalsapp.co/)
22:37:13	24205/-1	---M--	200	added ('OK')	text/html	date:Tue,%2016%20Jan%202018%2020:37:13%20GMT	https://playpalsapp.co/terms-conditions/	/home/boss/websites/Israel%20angel/playpalsapp.co/terms-conditions/index.html	(from https://playpalsapp.co/)
22:37:14	21/21	UR-M-Z	200	added ('Partial%20Content')	application/javascript	etag:aab6c72d2c0c3c8d6130c9c799b696b8b9bd0a48-df	http://d33wubrfki0l68.cloudfront.net/js/adc83b19e793491b1c6ea0fd8b46cd9f32e592fc/{$rootfolder}/assets/js/chart.js	/home/boss/websites/Israel%20angel/d33wubrfki0l68.cloudfront.net/js/adc83b19e793491b1c6ea0fd8b46cd9f32e592fc/{$rootfolder}/assets/js/chart.js	(from http://cosmoapp.io/)
22:37:15	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2020:37:15%20GMT	http://d33wubrfki0l68.cloudfront.net/103edaec35aab989f41e3d9bfe15db5298b428ad/5b6d2/static/app-icon.ecdd7e27.png	/home/boss/websites/Israel%20angel/d33wubrfki0l68.cloudfront.net/103edaec35aab989f41e3d9bfe15db5298b428ad/5b6d2/static/app-icon.ecdd7e27.png	(from http://cosmoapp.io/)
22:37:15	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2020:37:15%20GMT	http://d33wubrfki0l68.cloudfront.net/c4ffcf8233bcddebb97059cd356f75ab5dccae16/fd244/static/cryptocompare.edfb0e24.jpg	/home/boss/websites/Israel%20angel/d33wubrfki0l68.cloudfront.net/c4ffcf8233bcddebb97059cd356f75ab5dccae16/fd244/static/cryptocompare.edfb0e24.jpg	(from http://cosmoapp.io/)
22:37:16	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2020:37:15%20GMT	http://d33wubrfki0l68.cloudfront.net/1eee88ba26e5b3867364ec5a405b729f38f65a18/78e41/static/poloniex.7df90f6e.jpg	/home/boss/websites/Israel%20angel/d33wubrfki0l68.cloudfront.net/1eee88ba26e5b3867364ec5a405b729f38f65a18/78e41/static/poloniex.7df90f6e.jpg	(from http://cosmoapp.io/)
22:37:17	30069/30069	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/favicon.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/favicon.png	(from http://www.sayollo.com/)
22:37:17	30069/30069	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/favicon-retina-ipad.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/favicon-retina-ipad.png	(from http://www.sayollo.com/)
22:37:18	30069/30069	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/favicon-retina-iphone.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/favicon-retina-iphone.png	(from http://www.sayollo.com/)
22:37:19	3999/3999	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a4cc8fb-f9f%22	https://playpalsapp.co/wp-content/cache/nextend/web/n2/n2.js?1514981627	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/cache/nextend/web/n2/n22b57.js	(from https://playpalsapp.co/)
22:37:19	30069/30069	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/favicon-standard-ipad.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/favicon-standard-ipad.png	(from http://www.sayollo.com/)
22:37:20	30069/30069	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/favicon-standard-iphone.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/favicon-standard-iphone.png	(from http://www.sayollo.com/)
22:37:20	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	date:Sun,%2017%20Dec%202017%2014:07:42%20GMT	http://www.sayollo.com/js/modernizr.custom.js	/home/boss/websites/Israel%20angel/www.sayollo.com/js/modernizr.custom.js	(from http://www.sayollo.com/)
22:37:21	20495/20495	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a4cc48b-500f%22	https://playpalsapp.co/wp-content/plugins/smart-slider-3/library/media/plugins/type/simple/simple/dist/smartslider-simple-type-frontend.min.js?1514980491	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-content/plugins/smart-slider-3/library/media/plugins/type/simple/simple/dist/smartslider-simple-type-frontend.min34eb.js	(from https://playpalsapp.co/)
22:37:21	38236/38236	URF---	200	added ('OK%20(cached)')	image/png		http://www.sayollo.com/img/logo1.png	/home/boss/websites/Israel%20angel/www.sayollo.com/img/logo1.png	(from http://www.sayollo.com/)
22:37:27	1078/1078	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22564cce50-436%22	https://playpalsapp.co/wp-includes/js/comment-reply.min.js?ver=4.9.1	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-includes/js/comment-reply.min5859.js	(from https://playpalsapp.co/)
22:37:38	2111/2111	UR-MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:37:23%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fabout-us%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embedd4fa.json	(from https://playpalsapp.co/about-us/)
22:37:38	2121/2121	UR-MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:37:23%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fhow-to-use%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embede8c8.json	(from https://playpalsapp.co/how-to-use/)
22:37:39	2126/2126	UR-MCZ	200	added ('OK')	application/json	date:Tue,%2016%20Jan%202018%2020:37:23%20GMT	https://playpalsapp.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplaypalsapp.co%2Fgame-stores%2F	/home/boss/websites/Israel%20angel/playpalsapp.co/wp-json/oembed/1.0/embedc5b6.json	(from https://playpalsapp.co/game-stores/)
